0,1,2,3,4,5,6,7,8,9,10
pot plants,other vegetables,,,,,,,,,
sausage,long life bakery product,beef,other vegetables,margarine,,,,,,
onions,frozen vegetables,curd,,,,,,,,
ham,tropical fruit,bottled beer,,,,,,,,
dish cleaner,bottled beer,fruit/vegetable juice,,,,,,,,
ice cream,newspapers,,,,,,,,,
chicken,other vegetables,bathroom cleaner,chicken,grapes,fruit/vegetable juice,fruit/vegetable juice,soda,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
whipped/sour cream,curd,,,,,,,,,
tropical fruit,oil,,,,,,,,,
tropical fruit,dessert,rolls/buns,long life bakery product,,,,,,,
canned fish,bottled water,rolls/buns,,,,,,,,
whole milk,baking powder,,,,,,,,,
canned beer,cereals,,,,,,,,,
whole milk,frozen vegetables,white wine,,,,,,,,
other vegetables,yogurt,whipped/sour cream,napkins,,,,,,,
other vegetables,pip fruit,UHT-milk,herbs,,,,,,,
softener,chocolate,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
butter,coffee,soda,pastry,,,,,,,
frankfurter,other vegetables,,,,,,,,,
sausage,dog food,,,,,,,,,
bottled water,pastry,,,,,,,,,
butter,whole milk,,,,,,,,,
long life bakery product,root vegetables,,,,,,,,,
ham,whole milk,,,,,,,,,
pip fruit,grapes,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
cream cheese ,brown bread,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
beverages,root vegetables,candles,,,,,,,,
tropical fruit,mustard,,,,,,,,,
tropical fruit,soda,,,,,,,,,
canned beer,tropical fruit,kitchen towels,,,,,,,,
spread cheese,chocolate marshmallow,,,,,,,,,
pork,bottled water,,,,,,,,,
newspapers,coffee,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
whole milk,domestic eggs,rolls/buns,long life bakery product,,,,,,,
margarine,waffles,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
soda,meat,,,,,,,,,
long life bakery product,semi-finished bread,,,,,,,,,
beef,chocolate,,,,,,,,,
soda,cream cheese ,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
turkey,specialty bar,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
newspapers,canned beer,,,,,,,,,
house keeping products,rolls/buns,pickled vegetables,curd,,,,,,,
butter,butter milk,canned beer,UHT-milk,brown bread,baking powder,long life bakery product,,,,
ice cream,grapes,,,,,,,,,
domestic eggs,canned beer,bottled water,waffles,,,,,,,
cake bar,shopping bags,,,,,,,,,
newspapers,soda,,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
tropical fruit,snack products,,,,,,,,,
whipped/sour cream,toilet cleaner,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
whole milk,domestic eggs,chocolate marshmallow,,,,,,,,
whole milk,sausage,yogurt,whole milk,butter,,,,,,
sausage,margarine,,,,,,,,,
pork,soda,,,,,,,,,
pastry,baking powder,butter,margarine,curd,dishes,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
bottled beer,pastry,,,,,,,,,
pastry,soda,semi-finished bread,white bread,,,,,,,
bottled water,coffee,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
curd,liquor (appetizer),,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
sausage,pasta,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
soft cheese,soda,root vegetables,root vegetables,rolls/buns,root vegetables,margarine,shopping bags,,,
canned beer,sugar,,,,,,,,,
yogurt,root vegetables,waffles,,,,,,,,
whole milk,waffles,waffles,,,,,,,,
whole milk,domestic eggs,yogurt,,,,,,,,
other vegetables,yogurt,whole milk,spread cheese,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
berries,bottled water,curd,shopping bags,,,,,,,
sausage,curd,,,,,,,,,
bottled beer,processed cheese,,,,,,,,,
cream,frankfurter,soda,UHT-milk,,,,,,,
flour,UHT-milk,,,,,,,,,
sausage,whole milk,other vegetables,semi-finished bread,yogurt,,,,,,
yogurt,canned beer,,,,,,,,,
whipped/sour cream,shopping bags,soda,,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
pip fruit,rolls/buns,soda,,,,,,,,
citrus fruit,citrus fruit,bottled water,pastry,,,,,,,
soda,other vegetables,,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
beef,pip fruit,,,,,,,,,
seasonal products,white wine,,,,,,,,,
sauces,frozen meals,,,,,,,,,
whole milk,organic sausage,specialty bar,yogurt,,,,,,,
sausage,pork,pip fruit,other vegetables,hard cheese,,,,,,
napkins,butter,,,,,,,,,
whole milk,yogurt,,,,,,,,,
detergent,cocoa drinks,,,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
pork,tropical fruit,dessert,meat spreads,whole milk,,,,,,
yogurt,male cosmetics,sugar,salt,,,,,,,
canned beer,other vegetables,,,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
pip fruit,rolls/buns,,,,,,,,,
UHT-milk,soda,whole milk,whole milk,,,,,,,
tropical fruit,vinegar,sauces,,,,,,,,
processed cheese,rolls/buns,oil,flour,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
butter,coffee,,,,,,,,,
sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
oil,fruit/vegetable juice,,,,,,,,,
chicken,whole milk,,,,,,,,,
bottled water,curd,semi-finished bread,,,,,,,,
whole milk,whole milk,sausage,newspapers,soda,flour,bottled water,liquor,,,
coffee,UHT-milk,,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
curd,brown bread,whole milk,chewing gum,,,,,,,
yogurt,chewing gum,shopping bags,,,,,,,,
soda,oil,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
margarine,frozen meals,dish cleaner,yogurt,,,,,,,
sausage,domestic eggs,,,,,,,,,
mustard,salt,,,,,,,,,
yogurt,onions,,,,,,,,,
rolls/buns,candy,white bread,,,,,,,,
grapes,frozen vegetables,,,,,,,,,
sausage,beef,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
bottled water,shopping bags,brown bread,,,,,,,,
whole milk,flour,,,,,,,,,
pork,whole milk,flower (seeds),,,,,,,,
tropical fruit,meat,hard cheese,jam,,,,,,,
tropical fruit,canned beer,,,,,,,,,
newspapers,berries,,,,,,,,,
root vegetables,pastry,,,,,,,,,
berries,pork,whole milk,frozen vegetables,domestic eggs,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,berries,,,,,,,,,
herbs,root vegetables,,,,,,,,,
specialty cheese,napkins,,,,,,,,,
pip fruit,domestic eggs,seasonal products,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
specialty chocolate,whole milk,,,,,,,,,
root vegetables,onions,whole milk,butter,,,,,,,
ham,brown bread,,,,,,,,,
whole milk,chocolate,pickled vegetables,,,,,,,,
sausage,pork,soda,salt,,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
butter milk,dessert,,,,,,,,,
sausage,newspapers,,,,,,,,,
ham,rolls/buns,canned fish,shopping bags,,,,,,,
frozen meals,domestic eggs,domestic eggs,,,,,,,,
canned beer,specialty chocolate,,,,,,,,,
snack products,soda,,,,,,,,,
soda,margarine,,,,,,,,,
margarine,margarine,,,,,,,,,
whipped/sour cream,sugar,brown bread,,,,,,,,
soda,spices,,,,,,,,,
whole milk,butter,domestic eggs,,,,,,,,
beef,sugar,,,,,,,,,
pip fruit,canned beer,hygiene articles,coffee,,,,,,,
pet care,pork,,,,,,,,,
pip fruit,soda,,,,,,,,,
condensed milk,hard cheese,,,,,,,,,
newspapers,salty snack,,,,,,,,,
bottled water,yogurt,newspapers,soda,,,,,,,
rolls/buns,whole milk,shopping bags,,,,,,,,
bottled water,baking powder,UHT-milk,,,,,,,,
butter,margarine,,,,,,,,,
chicken,whole milk,whole milk,chewing gum,,,,,,,
chicken,shopping bags,,,,,,,,,
frozen vegetables,liquor (appetizer),,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
pork,canned beer,rolls/buns,yogurt,mustard,oil,popcorn,whipped/sour cream,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
yogurt,curd,pastry,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
spread cheese,other vegetables,,,,,,,,,
beef,hamburger meat,,,,,,,,,
misc. beverages,rice,soda,,,,,,,,
other vegetables,pastry,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
frankfurter,mustard,shopping bags,,,,,,,,
root vegetables,white wine,,,,,,,,,
chicken,yogurt,,,,,,,,,
yogurt,salty snack,,,,,,,,,
hard cheese,white wine,,,,,,,,,
tropical fruit,flour,,,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
yogurt,root vegetables,,,,,,,,,
citrus fruit,salty snack,,,,,,,,,
cream cheese ,popcorn,frozen fish,,,,,,,,
frankfurter,butter,mustard,,,,,,,,
dessert,pork,,,,,,,,,
brown bread,soda,,,,,,,,,
whole milk,dessert,,,,,,,,,
meat,pip fruit,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
beef,whole milk,,,,,,,,,
pip fruit,rolls/buns,whole milk,pastry,,,,,,,
chocolate,long life bakery product,,,,,,,,,
brandy,pastry,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
canned beer,grapes,UHT-milk,brown bread,,,,,,,
pip fruit,flower (seeds),,,,,,,,,
beef,newspapers,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
citrus fruit,pot plants,,,,,,,,,
white bread,popcorn,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
frozen meals,cream cheese ,,,,,,,,,
dishes,oil,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
onions,onions,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
semi-finished bread,napkins,,,,,,,,,
yogurt,chicken,bottled water,whole milk,flour,detergent,,,,,
popcorn,cat food,,,,,,,,,
shopping bags,soda,,,,,,,,,
other vegetables,liquor,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
other vegetables,dishes,,,,,,,,,
root vegetables,pastry,,,,,,,,,
chicken,root vegetables,yogurt,,,,,,,,
salty snack,white wine,,,,,,,,,
instant coffee,soda,frozen meals,artif. sweetener,,,,,,,
sausage,pip fruit,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
specialty chocolate,specialty cheese,,,,,,,,,
chicken,butter,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
bottled water,chocolate,,,,,,,,,
rolls/buns,soups,,,,,,,,,
sausage,shopping bags,,,,,,,,,
finished products,bottled beer,,,,,,,,,
misc. beverages,yogurt,misc. beverages,,,,,,,,
whole milk,tropical fruit,rolls/buns,soap,,,,,,,
white wine,whole milk,,,,,,,,,
berries,yogurt,,,,,,,,,
beverages,domestic eggs,,,,,,,,,
liquor,red/blush wine,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
salty snack,butter milk,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
beef,hard cheese,,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,,
rolls/buns,berries,,,,,,,,,
soda,seasonal products,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
shopping bags,cream cheese ,cream cheese ,,,,,,,,
pastry,rolls/buns,,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
soda,bottled water,seasonal products,,,,,,,,
baby cosmetics,bottled water,,,,,,,,,
pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
napkins,brown bread,,,,,,,,,
bottled water,potato products,bottled water,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
ham,female sanitary products,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
rolls/buns,soda,chocolate,,,,,,,,
berries,butter milk,,,,,,,,,
whole milk,yogurt,,,,,,,,,
sugar,cream cheese ,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
bottled beer,whole milk,cream cheese ,,,,,,,,
beef,tea,,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
tropical fruit,berries,chocolate,,,,,,,,
sugar,frozen fish,,,,,,,,,
bottled beer,pastry,cream cheese ,,,,,,,,
pastry,other vegetables,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
white bread,other vegetables,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
brown bread,chocolate,,,,,,,,,
UHT-milk,canned fish,root vegetables,waffles,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
meat,rolls/buns,,,,,,,,,
photo/film,citrus fruit,chewing gum,,,,,,,,
chicken,UHT-milk,,,,,,,,,
root vegetables,whipped/sour cream,frozen potato products,sugar,,,,,,,
chicken,domestic eggs,,,,,,,,,
other vegetables,condensed milk,other vegetables,bottled water,pastry,misc. beverages,,,,,
whole milk,hard cheese,,,,,,,,,
other vegetables,oil,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
whole milk,dishes,,,,,,,,,
hard cheese,waffles,,,,,,,,,
other vegetables,pip fruit,napkins,,,,,,,,
dessert,pastry,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
canned beer,frozen fish,,,,,,,,,
other vegetables,napkins,,,,,,,,,
soda,rice,,,,,,,,,
ham,sausage,curd,other vegetables,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
tropical fruit,dessert,domestic eggs,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sausage,butter milk,meat spreads,,,,,,,,
coffee,long life bakery product,,,,,,,,,
other vegetables,hard cheese,,,,,,,,,
frankfurter,beverages,,,,,,,,,
other vegetables,salty snack,brown bread,canned beer,,,,,,,
liver loaf,waffles,,,,,,,,,
sausage,ice cream,rolls/buns,,,,,,,,
onions,specialty bar,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
tropical fruit,curd,brown bread,pastry,,,,,,,
rolls/buns,frozen vegetables,hamburger meat,pork,,,,,,,
curd,tropical fruit,,,,,,,,,
fruit/vegetable juice,canned beer,,,,,,,,,
grapes,honey,,,,,,,,,
curd,pip fruit,,,,,,,,,
root vegetables,grapes,white bread,dishes,,,,,,,
beverages,rolls/buns,,,,,,,,,
rum,rolls/buns,,,,,,,,,
root vegetables,bottled beer,fruit/vegetable juice,,,,,,,,
berries,root vegetables,,,,,,,,,
fruit/vegetable juice,long life bakery product,specialty cheese,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
meat spreads,shopping bags,,,,,,,,,
tropical fruit,curd,whole milk,other vegetables,,,,,,,
beef,pastry,curd,,,,,,,,
baking powder,soda,,,,,,,,,
chocolate,white wine,,,,,,,,,
whole milk,sausage,,,,,,,,,
butter milk,berries,citrus fruit,napkins,,,,,,,
bottled beer,yogurt,butter milk,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
meat,root vegetables,,,,,,,,,
soda,flower (seeds),,,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
chicken,herbs,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
other vegetables,brandy,,,,,,,,,
soda,soda,,,,,,,,,
sausage,cream,,,,,,,,,
soda,liquor (appetizer),salty snack,,,,,,,,
rolls/buns,onions,,,,,,,,,
mayonnaise,chocolate,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
sausage,canned beer,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
cream cheese ,baking powder,,,,,,,,,
soda,tropical fruit,,,,,,,,,
ham,yogurt,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
hamburger meat,salt,,,,,,,,,
chicken,tropical fruit,whipped/sour cream,,,,,,,,
pastry,root vegetables,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
bottled water,sparkling wine,,,,,,,,,
chicken,baking powder,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
frankfurter,coffee,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
dessert,margarine,,,,,,,,,
beef,citrus fruit,whole milk,yogurt,,,,,,,
whole milk,soda,,,,,,,,,
citrus fruit,soap,,,,,,,,,
UHT-milk,salty snack,,,,,,,,,
whole milk,butter,,,,,,,,,
oil,canned fish,,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
onions,cat food,white wine,,,,,,,,
frankfurter,UHT-milk,fruit/vegetable juice,,,,,,,,
butter,bottled beer,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
yogurt,grapes,,,,,,,,,
misc. beverages,berries,,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
citrus fruit,yogurt,citrus fruit,sausage,hard cheese,napkins,margarine,cream cheese ,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
curd,pastry,,,,,,,,,
semi-finished bread,margarine,butter,,,,,,,,
oil,frozen potato products,,,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
whole milk,pastry,,,,,,,,,
tropical fruit,sausage,ham,root vegetables,turkey,pastry,pasta,soda,,,
other vegetables,soda,,,,,,,,,
whole milk,bottled water,waffles,,,,,,,,
newspapers,whole milk,waffles,,,,,,,,
pickled vegetables,whole milk,,,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
tropical fruit,brandy,whole milk,canned fish,,,,,,,
waffles,brown bread,,,,,,,,,
other vegetables,sparkling wine,frozen meals,rolls/buns,,,,,,,
tropical fruit,candy,,,,,,,,,
margarine,brandy,root vegetables,shopping bags,,,,,,,
bottled beer,whole milk,,,,,,,,,
sausage,yogurt,baking powder,,,,,,,,
beef,frozen vegetables,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
frankfurter,soda,,,,,,,,,
chocolate,other vegetables,,,,,,,,,
ham,brown bread,,,,,,,,,
white bread,shopping bags,,,,,,,,,
pip fruit,white bread,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
soda,other vegetables,,,,,,,,,
frankfurter,pip fruit,whole milk,other vegetables,salty snack,whipped/sour cream,,,,,
chewing gum,yogurt,,,,,,,,,
ham,soda,pickled vegetables,,,,,,,,
pet care,chocolate,,,,,,,,,
coffee,soda,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
newspapers,frozen vegetables,long life bakery product,,,,,,,,
shopping bags,flower (seeds),curd cheese,decalcifier,,,,,,,
whole milk,margarine,,,,,,,,,
root vegetables,cream,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
turkey,cream cheese ,,,,,,,,,
whole milk,whole milk,herbs,,,,,,,,
yogurt,root vegetables,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
beef,butter milk,,,,,,,,,
onions,other vegetables,,,,,,,,,
cereals,cream cheese ,other vegetables,,,,,,,,
sausage,long life bakery product,curd,,,,,,,,
whole milk,soda,tea,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
pastry,brown bread,,,,,,,,,
candy,whole milk,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
pork,beverages,brown bread,Instant food products,margarine,,,,,,
berries,other vegetables,sausage,pip fruit,rolls/buns,brown bread,sauces,,,,
detergent,tropical fruit,soda,margarine,,,,,,,
meat,other vegetables,chewing gum,,,,,,,,
roll products ,rolls/buns,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
chewing gum,citrus fruit,,,,,,,,,
waffles,cling film/bags,,,,,,,,,
beef,brown bread,,,,,,,,,
mustard,whipped/sour cream,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
hard cheese,soda,,,,,,,,,
root vegetables,curd,,,,,,,,,
bottled water,domestic eggs,frozen meals,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
curd,specialty bar,,,,,,,,,
newspapers,coffee,soft cheese,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
rolls/buns,other vegetables,pastry,,,,,,,,
beverages,other vegetables,curd,,,,,,,,
soda,shopping bags,,,,,,,,,
tropical fruit,coffee,red/blush wine,,,,,,,,
soda,newspapers,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
citrus fruit,shopping bags,chewing gum,cake bar,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
bottled water,cooking chocolate,,,,,,,,,
curd,other vegetables,shopping bags,,,,,,,,
frankfurter,canned beer,citrus fruit,frozen vegetables,chicken,oil,soda,,,,
rolls/buns,rolls/buns,,,,,,,,,
ice cream,yogurt,,,,,,,,,
canned beer,canned beer,,,,,,,,,
frankfurter,specialty cheese,soft cheese,,,,,,,,
flour,pastry,,,,,,,,,
ketchup,hard cheese,rolls/buns,,,,,,,,
pip fruit,white wine,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
oil,yogurt,,,,,,,,,
canned fish,white bread,,,,,,,,,
coffee,berries,grapes,cream cheese ,cat food,,,,,,
pastry,brown bread,yogurt,,,,,,,,
dessert,canned beer,specialty chocolate,,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
meat,rolls/buns,,,,,,,,,
whole milk,butter,shopping bags,,,,,,,,
red/blush wine,instant coffee,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
finished products,berries,,,,,,,,,
long life bakery product,whipped/sour cream,bottled beer,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
berries,curd,,,,,,,,,
oil,bottled water,oil,,,,,,,,
dish cleaner,ice cream,jam,newspapers,,,,,,,
rolls/buns,male cosmetics,liquor (appetizer),,,,,,,,
bottled water,other vegetables,,,,,,,,,
whole milk,sugar,,,,,,,,,
bottled water,newspapers,specialty bar,bottled water,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
sausage,domestic eggs,domestic eggs,,,,,,,,
pastry,curd,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
root vegetables,coffee,,,,,,,,,
canned vegetables,root vegetables,cake bar,,,,,,,,
oil,soda,sliced cheese,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
frankfurter,berries,bottled water,processed cheese,pickled vegetables,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
softener,dish cleaner,,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
whole milk,chewing gum,yogurt,,,,,,,,
brown bread,newspapers,,,,,,,,,
soda,beef,other vegetables,semi-finished bread,shopping bags,white wine,,,,,
margarine,frozen vegetables,,,,,,,,,
herbs,newspapers,newspapers,rolls/buns,,,,,,,
pork,mustard,,,,,,,,,
pip fruit,whole milk,bottled water,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
canned beer,pip fruit,frozen vegetables,dessert,canned vegetables,,,,,,
pip fruit,pastry,,,,,,,,,
soda,margarine,,,,,,,,,
yogurt,pastry,waffles,,,,,,,,
rolls/buns,whole milk,semi-finished bread,processed cheese,,,,,,,
beef,brown bread,,,,,,,,,
soda,red/blush wine,,,,,,,,,
sausage,sparkling wine,,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whipped/sour cream,yogurt,hygiene articles,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
canned beer,newspapers,shopping bags,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
beef,newspapers,misc. beverages,,,,,,,,
frozen meals,pickled vegetables,,,,,,,,,
tropical fruit,salt,,,,,,,,,
citrus fruit,beef,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
